customer_id,recency_days,frequency,monetary,r_score,f_score,m_score,segment
3437,75,2,471.8,2,1,1,Lost
3902,75,2,2254.99,2,2,3,Potential
1213,75,2,3183.91,2,2,3,Potential
2670,75,2,3510.13,2,2,3,Potential
1095,75,3,2998.19,2,2,3,Potential
2491,75,4,2422.36,2,3,3,At Risk
2343,75,5,3045.66,2,3,3,At Risk
4884,75,5,6201.93,2,3,4,At Risk
3273,75,15,8749.07,2,4,4,At Risk
4158,74,1,685.84,2,1,1,Lost
3637,74,1,958.41,2,1,2,Lost
4054,74,1,2110.87,2,1,2,Lost
4076,74,2,116.1,2,1,1,Lost
1572,74,2,377.01,2,1,1,Lost
2296,74,2,441.3,2,1,1,Lost
1444,74,2,1052.21,2,2,2,Lost
2323,74,2,1555.84,2,2,2,Lost
3878,74,5,3585.76,2,3,3,At Risk
1568,74,5,5915.75,2,3,4,At Risk
4821,74,6,2685.27,2,3,3,At Risk
3977,74,10,6226.89,2,4,4,At Risk
917,74,11,8252.27,2,4,4,At Risk
3515,74,12,6390.85,2,4,4,At Risk
4239,74,14,10454.51,2,4,4,At Risk
4447,73,2,698.52,2,2,1,Lost
4004,73,2,1801.02,2,2,2,Lost
2963,73,2,2135.62,2,2,2,Lost
4015,73,2,3981.11,2,2,3,Potential
1026,73,3,1112.67,2,2,2,Lost
3516,73,3,1782.41,2,2,2,Lost
2399,73,4,3016.17,2,3,3,At Risk
3794,73,5,2139.29,2,3,2,At Risk
3540,73,5,4134.19,2,3,3,At Risk
2595,73,6,3399.4,2,3,3,At Risk
4545,73,7,3942.96,2,3,3,At Risk
1693,73,8,2082.24,2,4,2,At Risk
3542,73,8,4260.98,2,4,3,At Risk
2741,73,8,5782.48,2,4,4,At Risk
4574,72,1,225.3,2,1,1,Lost
3994,72,1,1766.66,2,1,2,Lost
1989,72,2,2031.2,2,2,2,Lost
2408,72,2,4231.01,2,2,3,Potential
3029,72,3,774.08,2,2,1,Lost
2196,72,3,2146.11,2,2,2,Lost
4125,72,6,3573.83,2,3,3,At Risk
4162,72,9,6938.89,2,4,4,At Risk
2283,71,1,2928.27,2,1,3,Potential
433,71,2,113.54,2,1,1,Lost
1737,71,2,642.25,2,2,1,Lost
3682,71,2,682.71,2,2,1,Lost
1603,71,4,2769.67,2,3,3,At Risk
2910,71,17,11018.47,2,4,4,At Risk
4702,70,1,262.97,2,1,1,Lost
1854,70,1,1918.88,2,1,2,Lost
952,70,2,500.6,2,1,1,Lost
3268,70,2,1094.4,2,2,2,Lost
3817,70,2,1175.12,2,2,2,Lost
3707,70,2,1448.42,2,2,2,Lost
503,70,2,2269.65,2,2,3,Potential
250,70,3,1052.38,2,2,2,Lost
2997,70,7,1754.03,2,3,2,At Risk
3477,70,25,21249.04,2,4,4,At Risk
198,69,1,639.9,2,1,1,Lost
3533,69,1,1020.74,2,1,2,Lost
2224,69,2,282.88,2,1,1,Lost
44,69,2,623.71,2,2,1,Lost
4336,69,3,1590.97,2,2,2,Lost
1263,69,3,3358.41,2,3,3,At Risk
4393,69,4,3756.61,2,3,3,At Risk
2435,69,6,3528.12,2,3,3,At Risk
554,69,7,2876.55,2,3,3,At Risk
1086,69,7,4759.41,2,4,4,At Risk
2023,69,10,9035.77,2,4,4,At Risk
921,69,13,9425.58,2,4,4,At Risk
4714,68,1,237.86,2,1,1,Lost
3627,68,1,384.86,2,1,1,Lost
2119,68,1,391.37,2,1,1,Lost
772,68,1,482.52,2,1,1,Lost
3980,68,1,709.45,2,1,1,Lost
4735,68,2,343.16,2,1,1,Lost
1819,68,2,1192.93,2,2,2,Lost
608,68,2,2252.85,2,2,3,Potential
2521,68,2,2679.41,2,2,3,Potential
3387,68,3,3959.28,2,3,3,At Risk
2047,68,4,1766.84,2,3,2,At Risk
409,68,5,1461.15,2,3,2,At Risk
2445,68,6,3135.85,2,3,3,At Risk
3791,68,6,3504.18,2,3,3,At Risk
4299,67,1,750.42,2,1,1,Lost
1473,67,1,974.75,2,1,2,Lost
2880,67,2,387.21,2,1,1,Lost
4860,67,2,874.6,2,2,2,Lost
3932,67,2,2106.57,2,2,2,Lost
4715,67,2,2277.55,2,2,3,Potential
2062,67,3,2434.43,2,2,3,Potential
1831,67,4,387.62,2,3,1,At Risk
2845,67,5,2700.18,2,3,3,At Risk
854,67,5,4073.8,2,3,3,At Risk
4322,67,6,3102.31,2,3,3,At Risk
965,67,6,3242.12,2,3,3,At Risk
1790,67,7,5311.5,2,4,4,At Risk
892,67,9,4248.6,2,4,3,At Risk
3667,67,10,4462.1,2,4,3,At Risk
1177,66,1,63.65,2,1,1,Lost
2945,66,1,84.5,2,1,1,Lost
3602,66,1,311.93,2,1,1,Lost
1781,66,2,1343.44,2,2,2,Lost
824,66,2,1673.27,2,2,2,Lost
4699,66,3,942.95,2,2,2,Lost
1139,66,3,2851.7,2,2,3,Potential
2919,66,3,2947.25,2,2,3,Potential
1904,66,5,3161.75,2,3,3,At Risk
151,66,8,8405.3,2,4,4,At Risk
365,65,1,185.92,2,1,1,Lost
3633,65,2,1135.51,2,2,2,Lost
3681,65,2,1360.71,2,2,2,Lost
2073,65,3,1280.52,2,2,2,Lost
4826,65,4,1781.61,2,3,2,At Risk
2500,65,4,2188.06,2,3,3,At Risk
3109,65,7,4203.16,2,3,3,At Risk
2591,65,11,7783.84,2,4,4,At Risk
1530,64,1,1899.54,2,1,2,Lost
749,64,2,409.92,2,1,1,Lost
2677,64,2,886.93,2,2,2,Lost
2540,64,2,1987.51,2,2,2,Lost
3893,64,2,2158.09,2,2,2,Lost
2646,64,2,2201.03,2,2,3,Potential
1185,64,2,2407.46,2,2,3,Potential
2645,64,3,1761.23,2,2,2,Lost
1443,64,4,1299.98,2,3,2,At Risk
3572,64,7,2907.93,2,3,3,At Risk
2250,64,9,6833.17,2,4,4,At Risk
2480,64,10,6984.12,2,4,4,At Risk
1064,63,1,97.23,2,1,1,Lost
3632,63,1,200.36,2,1,1,Lost
3867,63,1,702.99,2,1,1,Lost
3101,63,2,2168.0,2,2,2,Lost
1537,63,2,2786.52,2,2,3,Potential
3404,63,3,871.38,2,2,2,Lost
4797,63,3,1487.0,2,2,2,Lost
1069,63,3,1876.98,2,2,2,Lost
1172,63,3,2380.53,2,2,3,Potential
1305,63,4,3970.72,2,3,3,At Risk
3829,63,6,7300.49,2,3,4,At Risk
2421,63,14,8659.78,2,4,4,At Risk
2198,62,1,646.58,2,1,1,Lost
2917,62,1,726.22,2,1,1,Lost
3144,62,1,1201.65,2,1,2,Lost
4914,62,2,373.73,2,1,1,Lost
3044,62,2,510.44,2,2,1,Lost
1055,62,3,727.49,2,2,1,Lost
3350,62,3,978.42,2,2,2,Lost
192,62,3,1776.93,2,2,2,Lost
2631,62,3,3538.18,2,3,3,At Risk
1341,62,4,4318.82,2,3,3,At Risk
2325,62,5,4106.61,2,3,3,At Risk
117,62,5,4117.92,2,3,3,At Risk
1140,62,7,3982.78,2,3,3,At Risk
2499,62,8,5622.84,2,4,4,At Risk
2661,61,1,540.71,2,1,1,Lost
3299,61,1,1014.17,2,1,2,Lost
2669,61,2,1115.44,2,2,2,Lost
4606,61,2,2912.09,2,2,3,Potential
1392,61,3,1490.25,2,2,2,Lost
4964,61,3,2619.16,2,2,3,Potential
765,61,4,1585.46,2,3,2,At Risk
3518,61,4,1686.25,2,3,2,At Risk
4678,61,4,2765.19,2,3,3,At Risk
2172,61,4,5434.82,2,3,4,At Risk
67,61,7,3014.2,2,3,3,At Risk
887,61,7,5593.63,2,4,4,At Risk
314,61,12,5958.58,2,4,4,At Risk
1156,61,18,9129.47,2,4,4,At Risk
4875,60,1,97.7,2,1,1,Lost
3609,60,2,1369.87,2,2,2,Lost
2276,60,2,4091.38,2,2,3,Potential
4838,60,3,1428.26,2,2,2,Lost
3408,60,4,2631.36,2,3,3,At Risk
3789,60,4,2884.34,2,3,3,At Risk
2512,60,4,6146.05,2,3,4,At Risk
4160,60,5,2387.4,2,3,3,At Risk
1769,60,5,3396.01,2,3,3,At Risk
146,60,8,2919.11,2,4,3,At Risk
1500,60,13,11741.6,2,4,4,At Risk
553,60,17,6861.62,2,4,4,At Risk
3280,59,1,248.13,2,1,1,Lost
4591,59,1,494.87,2,1,1,Lost
1007,59,1,1501.39,2,1,2,Lost
2879,59,1,1550.22,2,1,2,Lost
1208,59,2,744.3,2,2,1,Lost
4774,59,2,986.63,2,2,2,Lost
2851,59,2,1800.47,2,2,2,Lost
2280,59,3,1311.92,2,2,2,Lost
3342,59,3,1414.71,2,2,2,Lost
1053,59,3,1937.52,2,2,2,Lost
4684,59,3,4242.41,2,3,3,At Risk
389,59,3,5019.13,2,3,4,At Risk
3916,59,4,2503.4,2,3,3,At Risk
2579,59,6,3060.39,2,3,3,At Risk
3970,59,6,3562.42,2,3,3,At Risk
2740,59,6,5964.9,2,3,4,At Risk
670,59,8,7481.92,2,4,4,At Risk
2686,59,14,9563.21,2,4,4,At Risk
4327,58,1,408.53,2,1,1,Lost
1374,58,1,553.15,2,1,1,Lost
3228,58,2,560.56,2,2,1,Lost
800,58,2,1746.22,2,2,2,Lost
1826,58,2,1896.62,2,2,2,Lost
1051,58,2,2895.75,2,2,3,Potential
4824,58,4,5778.3,2,3,4,At Risk
1676,58,5,1396.05,2,3,2,At Risk
2975,58,7,3731.77,2,3,3,At Risk
3048,57,1,45.66,2,1,1,Lost
4099,57,1,96.06,2,1,1,Lost
3541,57,1,167.7,2,1,1,Lost
4611,57,1,240.95,2,1,1,Lost
766,57,1,338.82,2,1,1,Lost
3629,57,1,411.11,2,1,1,Lost
2233,57,1,566.03,2,1,1,Lost
4440,57,1,845.77,2,1,1,Lost
4220,57,1,1510.37,2,1,2,Lost
4837,57,2,468.57,2,1,1,Lost
731,57,2,851.22,2,2,1,Lost
1077,57,2,1263.61,2,2,2,Lost
4828,57,2,1500.94,2,2,2,Lost
1822,57,3,517.69,2,2,1,Lost
649,57,3,2260.87,2,2,3,Potential
2825,57,3,2939.41,2,2,3,Potential
1933,57,3,4224.77,2,3,3,At Risk
1167,57,4,1172.91,2,3,2,At Risk
3716,57,4,2161.09,2,3,2,At Risk
1201,57,4,4581.77,2,3,3,At Risk
1529,57,5,2233.72,2,3,3,At Risk
2374,57,5,3566.95,2,3,3,At Risk
4087,57,5,3719.57,2,3,3,At Risk
1355,57,6,4153.78,2,3,3,At Risk
4039,57,6,4298.12,2,3,3,At Risk
4047,57,10,6844.85,2,4,4,At Risk
2355,57,12,8704.35,2,4,4,At Risk
3097,57,13,6306.47,2,4,4,At Risk
4588,56,1,21.04,2,1,1,Lost
515,56,1,31.97,2,1,1,Lost
237,56,1,103.08,2,1,1,Lost
2026,56,1,104.88,2,1,1,Lost
3078,56,1,151.28,2,1,1,Lost
331,56,1,182.81,2,1,1,Lost
633,56,1,210.27,2,1,1,Lost
1400,56,1,439.27,2,1,1,Lost
2417,56,1,484.21,2,1,1,Lost
4597,56,1,530.99,2,1,1,Lost
4800,56,1,555.01,2,1,1,Lost
3314,56,1,696.79,2,1,1,Lost
1004,56,1,1711.92,2,1,2,Lost
2241,56,2,447.24,2,1,1,Lost
4928,56,2,553.41,2,2,1,Lost
1940,56,2,895.63,2,2,2,Lost
4026,56,2,1449.0,2,2,2,Lost
4853,56,2,3276.02,2,2,3,Potential
4182,56,2,3427.15,2,2,3,Potential
2744,56,2,3631.41,2,2,3,Potential
1805,56,3,1031.18,2,2,2,Lost
1353,56,3,1601.33,2,2,2,Lost
3492,56,3,2654.35,2,2,3,Potential
451,56,3,4943.76,2,3,4,At Risk
1345,56,4,1502.89,2,3,2,At Risk
1432,56,4,1621.03,2,3,2,At Risk
784,56,4,1802.7,2,3,2,At Risk
1097,56,4,2008.48,2,3,2,At Risk
510,56,4,2360.32,2,3,3,At Risk
842,56,5,2928.11,2,3,3,At Risk
4000,56,8,3191.34,2,4,3,At Risk
1646,56,8,3749.85,2,4,3,At Risk
1050,56,16,6816.88,2,4,4,At Risk
3398,56,16,9779.04,2,4,4,At Risk
2711,55,1,89.81,2,1,1,Lost
4175,55,1,431.38,2,1,1,Lost
1998,55,1,468.51,2,1,1,Lost
3502,55,1,500.42,2,1,1,Lost
3920,55,1,585.14,2,1,1,Lost
1723,55,2,300.99,2,1,1,Lost
272,55,2,1402.72,2,2,2,Lost
287,55,2,1614.68,2,2,2,Lost
1672,55,2,2431.65,2,2,3,Potential
179,55,2,2764.33,2,2,3,Potential
2061,55,2,3497.44,2,2,3,Potential
4874,55,4,2088.85,2,3,2,At Risk
621,55,4,2213.33,2,3,3,At Risk
2404,55,4,2277.8,2,3,3,At Risk
3587,55,4,6755.29,2,3,4,At Risk
1620,55,5,2203.08,2,3,3,At Risk
1703,55,5,3938.98,2,3,3,At Risk
4090,55,5,5985.0,2,3,4,At Risk
138,55,6,5103.99,2,3,4,At Risk
3998,55,7,3521.27,2,3,3,At Risk
2134,55,8,6536.53,2,4,4,At Risk
2667,55,10,5822.02,2,4,4,At Risk
2207,55,11,3226.96,2,4,3,At Risk
2992,55,12,6905.58,2,4,4,At Risk
3833,55,19,7508.12,2,4,4,At Risk
947,54,1,423.78,2,1,1,Lost
4804,54,2,670.06,2,2,1,Lost
4452,54,2,1732.86,2,2,2,Lost
2935,54,2,1869.6,2,2,2,Lost
4063,54,3,2427.39,2,2,3,Potential
103,54,3,2832.59,2,2,3,Potential
1499,54,4,2023.48,2,3,2,At Risk
4191,54,4,3290.74,2,3,3,At Risk
3652,54,4,5218.5,2,3,4,At Risk
2792,54,5,3505.83,2,3,3,At Risk
2860,54,6,3404.54,2,3,3,At Risk
2637,54,6,3793.74,2,3,3,At Risk
634,54,6,4948.85,2,3,4,At Risk
3958,54,6,5879.6,2,3,4,At Risk
1300,54,9,3509.01,2,4,3,At Risk
4997,54,9,3923.24,2,4,3,At Risk
1116,54,10,8638.81,2,4,4,At Risk
346,54,11,4077.5,2,4,3,At Risk
4603,54,12,5961.87,2,4,4,At Risk
2724,54,36,25744.35,2,4,4,At Risk
3229,53,1,413.68,2,1,1,Lost
3235,53,1,1547.3,2,1,2,Lost
1293,53,2,549.46,2,2,1,Lost
3987,53,2,1556.65,2,2,2,Lost
3030,53,2,1784.63,2,2,2,Lost
3495,53,3,822.66,2,2,1,Lost
1112,53,3,3661.36,2,3,3,At Risk
2616,53,4,960.53,2,3,2,At Risk
3317,53,4,1514.04,2,3,2,At Risk
2129,53,4,2258.91,2,3,3,At Risk
2803,53,5,1627.29,2,3,2,At Risk
4438,53,5,3497.52,2,3,3,At Risk
91,53,5,4752.33,2,3,4,At Risk
2316,53,7,2610.48,2,3,3,At Risk
1705,53,8,6122.36,2,4,4,At Risk
4410,53,10,12502.0,2,4,4,At Risk
716,53,12,8002.49,2,4,4,At Risk
1598,53,19,13283.33,2,4,4,At Risk
2929,53,22,20734.0,2,4,4,At Risk
2017,52,1,244.86,2,1,1,Lost
775,52,1,267.15,2,1,1,Lost
733,52,1,385.0,2,1,1,Lost
1595,52,1,1011.25,2,1,2,Lost
1238,52,2,523.17,2,2,1,Lost
817,52,2,728.93,2,2,1,Lost
2377,52,2,1212.48,2,2,2,Lost
2552,52,2,1214.5,2,2,2,Lost
1180,52,2,1366.87,2,2,2,Lost
3122,52,2,3138.37,2,2,3,Potential
990,52,3,1485.81,2,2,2,Lost
3043,52,3,1706.29,2,2,2,Lost
1750,52,3,2672.02,2,2,3,Potential
1189,52,4,1900.64,2,3,2,At Risk
960,52,4,2366.94,2,3,3,At Risk
481,52,5,3345.24,2,3,3,At Risk
368,52,5,3788.34,2,3,3,At Risk
1878,52,5,6927.39,2,3,4,At Risk
3798,52,7,5567.38,2,4,4,At Risk
204,52,7,8044.57,2,4,4,At Risk
4705,52,9,7256.91,2,4,4,At Risk
4484,52,9,8289.69,2,4,4,At Risk
2852,52,13,7347.71,2,4,4,At Risk
3294,52,13,9650.94,2,4,4,At Risk
1544,51,1,112.95,2,1,1,Lost
370,51,1,554.52,2,1,1,Lost
3835,51,1,689.53,2,1,1,Lost
4382,51,1,823.52,2,1,1,Lost
1731,51,1,1023.07,2,1,2,Lost
4994,51,2,853.24,2,2,1,Lost
3257,51,2,968.82,2,2,2,Lost
2683,51,2,1102.29,2,2,2,Lost
236,51,2,1670.34,2,2,2,Lost
1627,51,3,1845.22,2,2,2,Lost
1629,51,3,3216.55,2,2,3,Potential
406,51,4,1497.4,2,3,2,At Risk
1808,51,4,1662.21,2,3,2,At Risk
3748,51,4,4745.86,2,3,4,At Risk
3872,51,5,3342.93,2,3,3,At Risk
2190,51,6,5073.27,2,3,4,At Risk
4360,51,7,2617.44,2,3,3,At Risk
2566,51,7,3520.89,2,3,3,At Risk
2761,51,8,3641.21,2,4,3,At Risk
213,51,9,2296.82,2,4,3,At Risk
3822,51,9,6770.39,2,4,4,At Risk
4936,51,9,7605.84,2,4,4,At Risk
1009,51,15,10103.84,2,4,4,At Risk
4729,51,23,12100.8,2,4,4,At Risk
4065,50,1,397.68,2,1,1,Lost
2317,50,1,646.4,2,1,1,Lost
3559,50,1,1100.22,2,1,2,Lost
1764,50,1,1540.73,2,1,2,Lost
2734,50,2,1288.45,2,2,2,Lost
583,50,2,1487.97,2,2,2,Lost
2037,50,2,3224.01,2,2,3,Potential
4419,50,2,3335.53,2,2,3,Potential
2464,50,2,4420.88,2,2,3,Potential
4161,50,3,812.79,2,2,1,Lost
4831,50,3,1761.06,2,2,2,Lost
232,50,3,1787.81,2,2,2,Lost
3171,50,3,2475.13,2,2,3,Potential
1439,50,4,3415.71,2,3,3,At Risk
2331,50,5,2143.42,2,3,2,At Risk
407,50,5,3023.29,2,3,3,At Risk
3567,50,6,4491.87,2,3,3,At Risk
3557,50,7,5524.03,2,4,4,At Risk
87,50,8,4401.16,2,4,3,At Risk
4971,50,24,13043.44,2,4,4,At Risk
2215,49,1,141.06,2,1,1,Lost
367,49,1,1966.07,2,1,2,Lost
1662,49,2,360.48,2,1,1,Lost
1584,49,2,800.75,2,2,1,Lost
3656,49,2,1524.31,2,2,2,Lost
1681,49,2,2173.51,2,2,2,Lost
2334,49,2,3006.49,2,2,3,Potential
1821,49,3,1702.54,2,2,2,Lost
2410,49,3,2036.47,2,2,2,Lost
4722,49,3,2861.04,2,2,3,Potential
1081,49,4,1942.66,2,3,2,At Risk
4427,49,4,2080.73,2,3,2,At Risk
3061,49,6,4515.24,2,3,3,At Risk
4153,49,6,6957.21,2,3,4,At Risk
2742,49,7,2388.37,2,3,3,At Risk
1,49,7,4770.57,2,4,4,At Risk
1739,49,10,7428.49,2,4,4,At Risk
3151,49,11,7411.3,2,4,4,At Risk
3589,49,12,6053.6,2,4,4,At Risk
577,49,12,6744.69,2,4,4,At Risk
3100,49,19,9381.68,2,4,4,At Risk
1913,48,1,298.43,2,1,1,Lost
3569,48,1,416.04,2,1,1,Lost
3411,48,1,460.22,2,1,1,Lost
3066,48,1,1572.62,2,1,2,Lost
1188,48,2,340.34,2,1,1,Lost
4909,48,2,464.1,2,1,1,Lost
3597,48,2,974.77,2,2,2,Lost
551,48,2,1307.7,2,2,2,Lost
3933,48,2,1407.6,2,2,2,Lost
1885,48,2,2043.83,2,2,2,Lost
2808,48,4,1739.22,2,3,2,At Risk
728,48,4,1979.25,2,3,2,At Risk
1157,48,4,3790.46,2,3,3,At Risk
732,48,4,4208.7,2,3,3,At Risk
2,48,5,2389.89,2,3,3,At Risk
304,48,5,3723.45,2,3,3,At Risk
1176,48,6,2319.1,2,3,3,At Risk
1360,48,6,2343.9,2,3,3,At Risk
3256,48,6,5018.05,2,3,4,At Risk
3553,48,7,3169.38,2,3,3,At Risk
3605,48,7,7526.47,2,4,4,At Risk
403,48,8,2953.26,2,4,3,At Risk
3108,48,8,3819.08,2,4,3,At Risk
1564,48,8,4969.4,2,4,4,At Risk
1874,48,11,7834.68,2,4,4,At Risk
4683,48,15,10199.6,2,4,4,At Risk
2226,48,17,11377.7,2,4,4,At Risk
4316,48,19,15236.53,2,4,4,At Risk
3496,48,26,13228.38,2,4,4,At Risk
855,48,28,16693.52,2,4,4,At Risk
4521,47,1,18.49,2,1,1,Lost
3176,47,1,137.19,2,1,1,Lost
1073,47,1,174.66,2,1,1,Lost
3252,47,1,258.5,2,1,1,Lost
833,47,1,286.54,2,1,1,Lost
3089,47,1,672.14,2,1,1,Lost
3453,47,1,1071.28,2,1,2,Lost
3786,47,2,485.28,2,1,1,Lost
29,47,3,1036.07,2,2,2,Lost
1844,47,3,1482.11,2,2,2,Lost
3810,47,3,1553.61,2,2,2,Lost
4704,47,3,2204.9,2,2,3,Potential
4725,47,3,2287.74,2,2,3,Potential
2612,47,3,3503.6,2,3,3,At Risk
774,47,4,2085.0,2,3,2,At Risk
1575,47,4,2875.31,2,3,3,At Risk
3241,47,4,5815.01,2,3,4,At Risk
2492,47,5,1475.01,2,3,2,At Risk
1358,47,6,3952.71,2,3,3,At Risk
317,47,6,4021.89,2,3,3,At Risk
4081,47,8,4021.9,2,4,3,At Risk
4406,47,10,11179.56,2,4,4,At Risk
818,47,11,10835.59,2,4,4,At Risk
544,47,26,16978.78,2,4,4,At Risk
3831,46,1,1205.77,2,1,2,Lost
3678,46,1,1881.5,2,1,2,Lost
3703,46,2,573.35,2,2,1,Lost
353,46,2,631.87,2,2,1,Lost
2470,46,2,666.16,2,2,1,Lost
758,46,2,763.8,2,2,1,Lost
2050,46,2,3577.32,2,2,3,Potential
675,46,2,3722.94,2,2,3,Potential
2717,46,3,995.76,2,2,2,Lost
4870,46,3,1033.54,2,2,2,Lost
2409,46,3,1404.74,2,2,2,Lost
4298,46,3,1419.6,2,2,2,Lost
963,46,4,1874.16,2,3,2,At Risk
891,46,4,2007.26,2,3,2,At Risk
2082,46,5,3649.1,2,3,3,At Risk
1542,46,6,2455.9,2,3,3,At Risk
4475,46,6,3721.55,2,3,3,At Risk
322,46,6,4587.13,2,3,3,At Risk
1939,46,6,6703.1,2,3,4,At Risk
3119,46,8,5359.64,2,4,4,At Risk
4103,46,9,5480.48,2,4,4,At Risk
3735,46,12,6440.68,2,4,4,At Risk
2780,46,13,7766.6,2,4,4,At Risk
1449,46,13,12681.41,2,4,4,At Risk
4970,46,19,7060.3,2,4,4,At Risk
4186,45,1,492.28,2,1,1,Lost
268,45,1,540.64,2,1,1,Lost
513,45,1,583.32,2,1,1,Lost
819,45,1,779.9,2,1,1,Lost
4352,45,2,271.6,2,1,1,Lost
701,45,2,905.73,2,2,2,Lost
1799,45,2,1139.72,2,2,2,Lost
3783,45,2,1229.0,2,2,2,Lost
2746,45,2,2330.9,2,2,3,Potential
2192,45,3,2027.24,2,2,2,Lost
805,45,3,5647.91,2,3,4,At Risk
4375,45,4,1363.14,2,3,2,At Risk
3077,45,4,2178.04,2,3,2,At Risk
3788,45,4,2262.53,2,3,3,At Risk
898,45,4,2815.06,2,3,3,At Risk
3459,45,5,2221.6,2,3,3,At Risk
2673,45,5,2885.02,2,3,3,At Risk
820,45,5,3618.43,2,3,3,At Risk
65,45,5,5013.02,2,3,4,At Risk
4424,45,6,4304.1,2,3,3,At Risk
4931,45,6,4970.04,2,3,4,At Risk
524,45,10,5304.88,2,4,4,At Risk
2277,45,11,7323.76,2,4,4,At Risk
1828,45,11,13942.6,2,4,4,At Risk
3591,45,11,14931.56,2,4,4,At Risk
1503,44,1,137.15,2,1,1,Lost
4610,44,1,180.08,2,1,1,Lost
2054,44,1,334.76,2,1,1,Lost
2095,44,1,921.1,2,1,2,Lost
3198,44,1,921.89,2,1,2,Lost
1539,44,2,200.55,2,1,1,Lost
1146,44,2,684.77,2,2,1,Lost
3127,44,2,723.4,2,2,1,Lost
1802,44,3,1932.98,2,2,2,Lost
797,44,3,2895.48,2,2,3,Potential
2175,44,3,3783.26,2,3,3,At Risk
788,44,6,2190.0,2,3,3,At Risk
4935,44,6,4002.72,2,3,3,At Risk
3967,44,7,3103.94,2,3,3,At Risk
2569,44,7,12925.7,2,4,4,At Risk
1834,44,8,2612.77,2,4,3,At Risk
1214,44,8,6551.06,2,4,4,At Risk
4709,44,9,3885.02,2,4,3,At Risk
3531,44,11,7155.16,2,4,4,At Risk
3251,44,12,7908.55,2,4,4,At Risk
2944,43,1,152.71,2,1,1,Lost
1745,43,1,283.87,2,1,1,Lost
1910,43,2,750.39,2,2,1,Lost
2533,43,2,1102.43,2,2,2,Lost
712,43,2,1156.66,2,2,2,Lost
4822,43,2,1227.45,2,2,2,Lost
1829,43,2,1630.1,2,2,2,Lost
4898,43,2,2198.77,2,2,3,Potential
2999,43,2,2955.7,2,2,3,Potential
4504,43,3,4591.25,2,3,3,At Risk
4280,43,4,1240.92,2,3,2,At Risk
1766,43,4,2373.88,2,3,3,At Risk
4819,43,5,1910.55,2,3,2,At Risk
3388,43,6,2537.93,2,3,3,At Risk
4308,43,6,3919.7,2,3,3,At Risk
3470,43,6,3925.56,2,3,3,At Risk
240,43,7,3638.59,2,3,3,At Risk
1679,43,12,6420.33,2,4,4,At Risk
2146,43,20,13553.43,2,4,4,At Risk
3187,42,1,83.68,2,1,1,Lost
505,42,1,301.37,2,1,1,Lost
2254,42,1,336.33,2,1,1,Lost
2275,42,1,370.32,2,1,1,Lost
3719,42,1,567.21,2,1,1,Lost
1455,42,1,809.7,2,1,1,Lost
1670,42,2,191.82,2,1,1,Lost
4792,42,2,1297.08,2,2,2,Lost
4817,42,2,1358.44,2,2,2,Lost
1979,42,2,2555.55,2,2,3,Potential
247,42,3,497.96,2,2,1,Lost
2042,42,4,1312.7,2,3,2,At Risk
2015,42,4,2043.19,2,3,2,At Risk
1436,42,4,2392.13,2,3,3,At Risk
2966,42,4,2883.52,2,3,3,At Risk
1170,42,6,2777.15,2,3,3,At Risk
420,42,6,4745.29,2,3,4,At Risk
867,42,7,4397.15,2,3,3,At Risk
4694,42,8,2707.52,2,4,3,At Risk
1477,42,8,4251.04,2,4,3,At Risk
3417,42,10,5822.52,2,4,4,At Risk
4548,42,10,7031.46,2,4,4,At Risk
1445,42,10,7192.88,2,4,4,At Risk
4924,42,11,5595.7,2,4,4,At Risk
1594,42,12,4110.22,2,4,3,At Risk
1651,42,12,7502.29,2,4,4,At Risk
1915,41,1,38.64,2,1,1,Lost
47,41,1,76.86,2,1,1,Lost
1969,41,1,396.15,2,1,1,Lost
3767,41,1,856.82,2,1,2,Lost
1835,41,2,464.94,2,1,1,Lost
748,41,2,491.49,2,1,1,Lost
1985,41,2,889.51,2,2,2,Lost
859,41,2,1278.86,2,2,2,Lost
4124,41,2,1403.85,2,2,2,Lost
2770,41,2,1404.74,2,2,2,Lost
408,41,2,1676.27,2,2,2,Lost
913,41,3,1154.76,2,2,2,Lost
298,41,3,1625.79,2,2,2,Lost
2216,41,3,2122.15,2,2,2,Lost
1404,41,4,1283.25,2,3,2,At Risk
562,41,4,2847.8,2,3,3,At Risk
1494,41,5,2424.89,2,3,3,At Risk
1431,41,5,2745.59,2,3,3,At Risk
1839,41,6,3600.51,2,3,3,At Risk
4842,41,7,3622.7,2,3,3,At Risk
2776,41,7,3986.59,2,3,3,At Risk
40,41,7,5256.57,2,4,4,At Risk
3069,41,11,7348.0,2,4,4,At Risk
1686,41,12,6720.4,2,4,4,At Risk
3790,41,24,18640.87,2,4,4,At Risk
865,40,1,140.97,2,1,1,Lost
3247,40,1,988.89,2,1,2,Lost
4961,40,1,1171.48,2,1,2,Lost
3617,40,1,1240.02,2,1,2,Lost
1519,40,2,852.82,2,2,1,Lost
3816,40,2,1745.99,2,2,2,Lost
193,40,2,2079.03,3,2,2,Loyal
4338,40,3,1269.89,3,2,2,Loyal
966,40,3,2930.79,3,2,3,Loyal
3674,40,3,4035.06,3,3,3,Champions
1552,40,4,1755.59,3,3,2,Loyal
410,40,4,2677.26,3,3,3,Champions
